Watering;28/01/2024;8;Setor11;15:42;No
Watering;28/01/2024;25;Setor21;16:07;No
Watering;28/01/2024;7;Setor41;16:14;No
Watering;28/01/2024;10;Setor42;16:24;No
Watering;29/01/2024;14;Setor10;08:44;No
Watering;29/01/2024;8;Setor11;08:52;No
Watering;29/01/2024;25;Setor22;09:17;No
Watering;29/01/2024;7;Setor41;09:24;No
Watering;29/01/2024;14;Setor10;15:34;No
Watering;29/01/2024;8;Setor11;15:42;No
Watering;29/01/2024;25;Setor22;16:07;No
Watering (with production factor);29/01/2024;7;Setor41;16:14;mix1
Watering;30/01/2024;14;Setor10;08:44;No
Watering;30/01/2024;8;Setor11;08:52;No
Watering (with production factor);30/01/2024;25;Setor21;09:17;mix2
Watering;30/01/2024;7;Setor41;09:24;No
Watering;30/01/2024;14;Setor10;15:34;No
Watering;30/01/2024;8;Setor11;15:42;No
Watering;30/01/2024;25;Setor21;16:07;No
Watering;30/01/2024;7;Setor41;16:14;No
